Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,97.55999755859375,98.01000213623047,97.22000122070312,97.5,91.81424713134766,2085675
2023-06-06,96.87999725341797,97.19000244140625,96.4000015258789,96.55999755859375,90.92906951904297,2041599
2023-06-07,96.75,97.0,95.69000244140625,95.69000244140625,90.10980987548828,2178339
2023-06-08,95.61000061035156,95.9800033569336,95.31999969482422,95.88999938964844,90.29814147949219,2346149
2023-06-09,95.73999786376953,96.12000274658203,95.5999984741211,95.80000305175781,90.21339416503906,1579114
2023-06-13,95.9800033569336,96.5999984741211,95.9000015258789,96.5199966430664,90.89139556884766,1973419
2023-06-14,97.0,97.55000305175781,96.5999984741211,97.37000274658203,91.69184112548828,2971378
2023-06-15,97.6500015258789,98.25,97.41000366210938,97.98999786376953,92.27568054199219,2837488
2023-06-16,98.30000305175781,99.3499984741211,98.05999755859375,99.3499984741211,93.5563735961914,6702838
2023-06-19,99.66000366210938,100.81999969482422,99.44999694824219,100.51000213623047,94.64872741699219,2771173
2023-06-20,100.80000305175781,101.97000122070312,100.36000061035156,101.62000274658203,95.69400024414062,2698905
2023-06-21,102.19999694824219,102.48999786376953,101.58499908447266,101.68000030517578,95.75049591064453,2594424
2023-06-22,101.51000213623047,101.58999633789062,99.97000122070312,100.08000183105469,94.2437973022461,2313609
2023-06-23,99.5999984741211,99.80000305175781,98.0,98.51000213623047,92.76536560058594,2750925
2023-06-26,98.37999725341797,98.5,97.48999786376953,97.93000030517578,92.21917724609375,2559460
2023-06-27,98.55000305175781,99.2699966430664,98.43000030517578,98.43000030517578,92.69002532958984,2139922
2023-06-28,98.69999694824219,99.94000244140625,98.62999725341797,99.54000091552734,93.73529052734375,2391541
2023-06-29,99.9000015258789,100.69000244140625,99.80000305175781,100.06999969482422,94.23439025878906,1593529
2023-06-30,100.16000366210938,100.30000305175781,99.55500030517578,100.2699966430664,94.42271423339844,2603014
2023-07-03,100.30000305175781,100.97000122070312,99.77999877929688,100.94000244140625,95.05365753173828,2147940
2023-07-04,101.05000305175781,102.4000015258789,100.41999816894531,102.27999877929688,96.31550598144531,2188463
2023-07-05,102.11000061035156,102.38999938964844,101.4000015258789,101.77999877929688,95.84466552734375,2156097
2023-07-06,101.05999755859375,101.45999908447266,100.12999725341797,100.43000030517578,94.5733871459961,2182248
2023-07-07,99.2300033569336,99.41999816894531,98.41000366210938,98.7300033569336,92.97252655029297,2017705
2023-07-10,99.13999938964844,99.47000122070312,98.31999969482422,98.5199966430664,92.77477264404297,1152141
2023-07-11,98.97000122070312,99.62000274658203,98.7300033569336,99.62000274658203,93.81063079833984,1793004
2023-07-12,100.01000213623047,100.1500015258789,99.1500015258789,99.1500015258789,93.36803436279297,1765254
2023-07-13,100.13999938964844,100.8550033569336,99.70999908447266,100.62000274658203,94.75231170654297,3171603
2023-07-14,100.87999725341797,101.58999633789062,100.58999633789062,101.33000183105469,95.42091369628906,2083622
2023-07-17,101.44999694824219,101.91000366210938,101.19999694824219,101.87000274658203,95.9294204711914,1608226
2023-07-18,102.30000305175781,103.0999984741211,102.11000061035156,102.56999969482422,96.5886001586914,2084918
2023-07-19,103.83999633789062,104.6500015258789,103.23999786376953,104.6500015258789,98.54730224609375,3567951
2023-07-20,105.5,106.2300033569336,104.69999694824219,105.25,99.11231231689453,3465003
2023-07-21,104.8499984741211,105.06999969482422,104.16999816894531,104.55000305175781,98.45314025878906,3354092
2023-07-24,105.30000305175781,105.30000305175781,104.33000183105469,104.43000030517578,98.34013366699219,1554919
2023-07-25,104.4000015258789,104.4000015258789,103.51000213623047,104.19999694824219,98.12354278564453,1520910
2023-07-26,103.93000030517578,105.7699966430664,103.66999816894531,105.0,98.87688446044922,1631244
2023-07-27,105.4000015258789,107.08999633789062,105.30000305175781,106.52999877929688,100.31767272949219,2544987
2023-07-28,105.51000213623047,106.08999633789062,104.81999969482422,105.5,99.34774017333984,1880770
2023-07-31,105.76000213623047,105.9800033569336,104.93000030517578,105.70999908447266,99.54548645019531,1265049
2023-08-01,105.22000122070312,106.19999694824219,104.83999633789062,105.8499984741211,99.67732238769531,1440788
2023-08-02,105.2300033569336,105.3499984741211,103.08999633789062,103.45999908447266,97.42668914794922,2074443
2023-08-03,102.95999908447266,103.33999633789062,102.05999755859375,102.45999908447266,96.4850082397461,2890772
2023-08-04,102.69999694824219,103.1500015258789,101.69999694824219,101.87000274658203,95.9294204711914,2687798
2023-08-07,102.08999633789062,102.22000122070312,101.48999786376953,101.8499984741211,95.91058349609375,2771020
2023-08-08,102.4000015258789,102.58000183105469,101.93000030517578,102.20999908447266,96.24958801269531,3241229
